Año_mes,Tarifa_Compra_COP_kWh,Tarifa_Venta_COP_kWh,Demanda_kWh,Generacion_PV_AC_kWh,PV_a_Carga_kWh,Bateria_a_Carga_kWh,Importacion_Red_kWh,PV_a_Bateria_kWh,Exportacion_kWh,Curtailment_kWh,Energia_No_Servida_kWh,Ahorros_Compra_Energia_COP,Ingreso_Exportacion_COP,Utilidades_en_Venta_COP,Ahorro_COP,NPV_COP,Utilidades_Netas_COP
01-01,900.0,120.0,2000.0000000000005,1536.1335371147854,1536.133537114786,424.1308165966928,39.73564628852192,471.2564628852142,0.0,0.0,0,1764237.9183403307,0.0,0.0,1764237.9183403307,-59742920.6404681,1764237.9183403307
01-02,903.6667114052835,120.4888948540378,2040.0,1561.1734532859316,1561.1734532859318,401.5948920426613,77.23165467140697,446.21654671406804,0.0,0.0,0,1773688.4158734796,0.0,0.0,1773688.4158734796,-57983596.83264097,1773688.4158734796
01-03,907.3483614467111,120.97978152622814,2099.9999999999995,1592.2113679778747,1592.2113679778747,373.66076881991233,134.12786320221278,415.1786320221249,0.0,0.0,0,1783730.8621372168,0.0,0.0,1783730.8621372168,-56221490.94702087,1783730.8621372168
01-04,911.0450109861355,121.47266813148472,2160.0,1623.249282669818,1623.2492826698176,345.72664559716344,191.0240717330185,384.1407173301817,0.0,0.0,0,1793825.696199428,0.0,0.0,1793825.696199428,-54456602.983607806,1793825.696199428
01-05,914.7567211333683,121.96756281778244,2200.0000000000005,1643.94122579778,1643.9412257977801,327.1038967819975,228.95487742022254,363.44877420221945,0.0,0.0,0,1803026.7735369953,0.0,0.0,1803026.7735369953,-52689860.30166609,1803026.7735369953
01-06,918.4835532471899,122.46447376629199,2160.0,1623.249282669818,1623.2492826698176,345.72664559716344,191.0240717330185,384.1407173301817,0.0,0.0,0,1808472.0068528408,0.0,0.0,1808472.0068528408,-50924972.33825302,1808472.0068528408
01-07,922.2255689363641,122.96340919151521,2099.9999999999995,1592.2113679778747,1592.2113679778747,373.66076881991233,134.12786320221278,415.1786320221249,0.0,0.0,0,1812977.549814485,0.0,0.0,1812977.549814485,-49162866.45263293,1812977.549814485
01-08,925.9828300606564,123.46437734142084,2040.0,1561.1734532859316,1561.1734532859318,401.5948920426613,77.23165467140697,446.21654671406804,0.0,0.0,0,1817489.7871608424,0.0,0.0,1817489.7871608424,-47403542.6448058,1817489.7871608424
01-09,929.7553987318565,123.96738649758086,1960.0000000000002,1508.0536454424766,1508.0536454424769,449.4027191017705,2.5436354557530354,499.3363545575228,0.0,0.0,0,1819955.622717047,0.0,0.0,1819955.622717047,-45648980.221215814,1819955.622717047
01-10,933.5433373148054,124.47244497530738,1900.0,1525.0942310377923,1465.9338079340134,434.06619206598657,0.0,482.2957689622075,59.16042310377861,0.0,0,1773732.3408981303,7363.842509500987,7363.842509500987,1781096.1834076312,-43938848.259740785,1781096.1834076312
